KEY,en,ru
ABILITY_MINDBLAST_DESC,Push away each unit near you. This inflicts Madness and has a small chance to inflict Stun.,"Оттолкните всех рядом. Накладывает Безумие, малый шанс Оглушения."
ABILITY_MINDBLAST2_DESC,Push away each unit near a target area. This inflicts Madness and has a small chance to inflict Stun.,"Оттолкните всех в целевой зоне. Накладывает Безумие, малый шанс Оглушения."
ABILITY_PSYCHICCHOKE_NAME,Psychic Choke,Психическое удушение
ABILITY_PSYCHICCHOKE_DESC,Deal damage to and inflict Bruise on a unit within your line of sight.,Урон и Ушиб видимому юниту.
ABILITY_PSYCHICCHOKE2_DESC,Deal damage to and inflict Bruise on a unit within your line of sight. This damage counts as physical damage and scales with [img:str].,Урон и Ушиб видимому юниту. Считается физическим уроном и скейлится от [img:str].
ABILITY_SKYSHATTER_NAME,Shatter the Sky,Раскол неба
ABILITY_SKYSHATTER_DESC,Create floating glass shards on a tile within your line of sight.,Создайте парящие осколки стекла на видимой клетке.
ABILITY_SKYSHATTER2_DESC,Create floating glass shards in an area within your line of sight.,Создайте парящие осколки стекла в видимой области.
ABILITY_SUPERNOVA_NAME,Supernova,Сверхновая
ABILITY_SUPERNOVA_DESC,Deal damage to and inflict Blind on every unit within your line of sight.,Урон и Слепота всем юнитам в поле зрения.
ABILITY_SUPERNOVA2_DESC,"Deal damage to and inflict Blind on every unit within your line of sight, excluding your allies.","Урон и Слепота всем юнитам в поле зрения, кроме союзников."
ABILITY_ALTERDNA_NAME,Alter DNA,Изменение ДНК
ABILITY_ALTERDNA_DESC,Spend all your mana. Give a unit within your line of sight a random stat up for every 3 mana spent (rounded up). Give enemies random stat downs instead.,Потратьте всю ману. Дайте видимому юниту случайный бафф хар-к за каждые 3 потр. маны. Врагам дает дебаффы.
ABILITY_ALTERDNA2_DESC,Spend all your mana. Give a unit within your line of sight a random stat up for every 2 mana spent (rounded up). Give enemies random stat downs instead.,Потратьте всю ману. Дайте видимому юниту случайный бафф хар-к за каждые 2 потр. маны. Врагам дает дебаффы.
ABILITY_FLICKER_NAME,Flicker,Мерцание
ABILITY_FLICKER_DESC,Teleport two tiles away. Displace any units you teleport into.,"Телепорт на 2 клетки. Смещает юнитов, в которых вы влетели."
ABILITY_FLICKER2_DESC,Teleport two tiles away. Displace any units you teleport into and inflict them with Confusion 2 and Blind 2.,Телепорт на 2 клетки. Смещает юнитов и накладывает Замешательство 2 и Слепоту 2.
ABILITY_MINDMELD_NAME,Mind Meld,Слияние разумов
ABILITY_MINDMELD_DESC,"Give another unit an extra turn after this one.
This spell can't be cast during extra turns.","Дайте другому юниту дополнительный ход после этого.
Нельзя кастовать во время доп. ходов."
ABILITY_MINDMELD2_DESC,"Give another unit +10 mana and an extra turn after this one.
This spell can't be cast during extra turns.","Дайте другому юниту +10 маны и дополнительный ход после этого.
Нельзя кастовать во время доп. ходов."
ABILITY_VACUUM_NAME,Vacuum,Вакуум
ABILITY_VACUUM_DESC,Teleport all enemies within an area as close to the center of that area as possible.,Телепортируйте всех врагов в области как можно ближе к её центру.
ABILITY_VACUUM2_DESC,Teleport all enemies within a large area as close to the center of that area as possible and inflict Confusion on those units.,Телепортируйте всех врагов в большой области к центру и наложите Замешательство.
ABILITY_GROWHEAD_NAME,Grow Head,Рост головы
ABILITY_GROWHEAD_DESC,Gain +1 [img:int] and -1 [img:cha].,Получите +1 [img:int] и -1 [img:cha].
ABILITY_PING_NAME,Ping,Пинг
ABILITY_PING_DESC,"Deal 1 damage to any unit within your line of sight.
RELOAD: Spend mana","Нанесите 1 урон любому видимому юниту.
ПЕРЕЗАРЯДКА: Потратьте ману"
ABILITY_PING2_DESC,"Deal 1 damage to any unit within your line of sight.
RELOAD: Spend mana
Bonus Passive: +2 [img:int].","Нанесите 1 урон любому видимому юниту.
ПЕРЕЗАРЯДКА: Потратьте ману
Пассивно: +2 [img:int]."
ABILITY_FLASHFORWARD_NAME,Flash Forward,Флэшфорвард
ABILITY_FLASHFORWARD_DESC,"Teleport to any tile. At the end of your turn, teleport back to your original tile and deal 10 damage to any unit you teleport into.","Телепорт на любую клетку. В конце хода вы вернетесь на исходную и нанесете 10 урона, если в кого-то влетите."
ABILITY_FLASHFORWARD2_DESC,"Teleport to any tile. At the end of your turn, teleport back to your original tile and deal 10 damage to any unit you teleport into.
[s:.7](This spell costs less.)[/s]","Телепорт на любую клетку. В конце хода вы вернетесь на исходную и нанесете 10 урона, если в кого-то влетите.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_FLASHBACK_NAME,Flashback,Флэшбек
ABILITY_FLASHBACK_DESC,Teleport back.,Телепортируйтесь обратно.
ABILITY_ORDER_NAME,Order,Приказ
ABILITY_ORDER_DESC,Force a unit within your line of sight to move and attack one of its enemies.,Заставьте видимого юнита двигаться и атаковать одного из своих врагов.
ABILITY_ORDER2_DESC,Give a unit within your line of sight All Stats Up and force it to move and attack one of its enemies.,Дайте видимому юниту Повышение Всех Хар-к и заставьте двигаться и атаковать врага.
ABILITY_TEMPORALSHARDS_NAME,Temporal Shards,Осколки времени
ABILITY_TEMPORALSHARDS_DESC,Give a unit within your line of sight +3 temporary Bleed Thorns until the end of its turn.,Дайте видимому юниту +3 временных Кровавых Шипа до конца его хода.
ABILITY_TEMPORALSHARDS2_DESC,"Give a unit within your line of sight +3 temporary Bleed Thorns until the end of its turn. If its was an ally, the bleed thorns last for the rest of the battle.",Дайте видимому юниту +3 врем. Кровавых Шипа. Если это союзник — шипы на весь бой.
ABILITY_REALITYSCRAMBLE_NAME,Reality Scramble,Скремблинг реальности
ABILITY_REALITYSCRAMBLE_DESC,Randomize the positions of all units. Enemies get Confused.,Перемешайте позиции всех юнитов. Враги получают Замешательство.
ABILITY_REALITYSCRAMBLE2_DESC,Randomize the positions of all units. Enemies get Confused. Non-boss enemies have a 10% chance to be erased from existence.,Перемешайте позиции всех юнитов. Враги получают Замешательство. Шанс 10% стереть обычного врага из реальности.
ABILITY_GLARE_NAME,Glare,Пси-взгляд
ABILITY_GLARE_DESC,Inflict Madness on a unit in your line of sight.,Наложите Безумие на видимого юнита.
ABILITY_GLARE2_DESC,Inflict Madness and Confusion on a unit in your line of sight.,Наложите Безумие и Замешательство на видимого юнита.
ABILITY_BLINDINGFLASH_NAME,Blinding Flash,Ослепляющая вспышка
ABILITY_BLINDINGFLASH_DESC,Inflict Blind 2 on each unit near you in your line of sight.,Наложите Слепоту 2 на каждого видимого юнита рядом.
ABILITY_BLINDINGFLASH2_DESC,Inflict Blind 2 on each enemy within five tiles of you in your line of sight.,Наложите Слепоту 2 на каждого видимого врага в радиусе 5.
ABILITY_SNATCH_NAME,Snatch,Хваталка
ABILITY_SNATCH_DESC,Collect any pickup within your line of sight.,Соберите любой лут в пределах видимости.
ABILITY_SNATCH2_DESC,"Collect any pickup within your line of sight.
Gain +1 [img:lck].","Соберите любой лут в пределах видимости.
Получите +1 [img:lck]."
ABILITY_FUTURESIGHT_NAME,Future Sight,Взгляд в будущее
ABILITY_FUTURESIGHT_DESC,A unit within your line of sight backflips out of the way the next time they're targeted by an enemy.,Видимый юнит сделает бэкфлип и увернется при следующей атаке на него.
ABILITY_FUTURESIGHT2_DESC,"A unit within your line of sight backflips out of the way the next time they're targeted by an enemy.
 [s:.7](This spell costs less.)[/s]","Видимый юнит сделает бэкфлип и увернется при следующей атаке на него.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_MASSMANALEECH_NAME,Mass Mana Leech,Массовое высасывание маны
ABILITY_MASSMANALEECH_DESC,Inflict Mana Leech 2 and Weakness 2 on all units within 3 tiles of you.,Наложите Похищение Маны 2 и Слабость 2 на всех в радиусе 3.
ABILITY_MASSMANALEECH2_DESC,Inflict Mana Leech 2 and Weakness 2 on all units within 5 tiles of you.,Наложите Похищение Маны 2 и Слабость 2 на всех в радиусе 5.
ABILITY_BECOMEENTROPY_NAME,Become Entropy,Стать Энтропией
ABILITY_BECOMEENTROPY_DESC,"Vaporize everything on a tile within your line of sight. Against a boss, this deals damage and inflicts Stun instead.",Испарите всё на выбранной видимой клетке. Боссам наносит урон и Стан.
ABILITY_BECOMEENTROPY2_DESC,"Vaporize everything on a tile within your line of sight. Against a boss, this deals massive damage and inflicts Stun instead.",Испарите всё на выбранной видимой клетке. Боссам наносит массивный урон и Стан.
ABILITY_FASTFORWARD_NAME,Fast Forward,Перемотка вперед
ABILITY_FASTFORWARD_DESC,Every ally that hasn't taken their turn yet takes their turn right after yours. You go first next round.,"Все союзники, кто еще не ходил, ходят сразу после вас. Вы ходите первым в след. раунде."
ABILITY_FASTFORWARD2_DESC,Every ally that hasn't taken their turn yet takes their turn right after yours. Those units get +4 temporary [img:spd]. You go first next round.,"Все союзники, кто еще не ходил, ходят сразу после вас. Они получают +4 врем. [img:spd]."
ABILITY_ANCESTRALRECALL_NAME,Ancestral Recall,Зов предков
ABILITY_ANCESTRALRECALL_DESC,Upgrade one of your spells at random for the rest of the battle.,Улучшите одно из своих заклинаний случайным образом до конца битвы.
ABILITY_ANCESTRALRECALL2_DESC,Target yourself or a unit within your line of sight and upgrade one of their spells at random for the rest of the battle.,Улучшите случайное заклинание себе или видимому юниту до конца битвы.
ABILITY_CUMULATIVEBLAST_NAME,Cumulative Blast,Накопительный взрыв
ABILITY_CUMULATIVEBLAST_DESC,"Deal damage to a unit in your line of sight, then increase this spell's damage by 1 for the rest of the battle.",Урон видимому юниту. Урон этого заклинания растет на 1 до конца битвы.
ABILITY_CUMULATIVEBLAST2_DESC,"Deal damage to a unit in your line of sight, then increase this spell's damage by 1 for the rest of the battle.
[s:.7](This spell costs less.)[/s]","Урон видимому юниту. Урон этого заклинания растет на 1 до конца битвы.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_HALLUCINATE_NAME,Hallucinate,Галлюцинация
ABILITY_HALLUCINATE_DESC,Spawn a friendly illusion of a random unit that fades away after one turn.,Призовите дружественную иллюзию случайного юнита. Исчезнет через ход.
ABILITY_HALLUCINATE2_DESC,Spawn a friendly illusion of a random unit that fades away after one turn. The illusion gets +4 [img:spd] and +2 Damage.,Призовите дружественную иллюзию случайного юнита. Она имеет +4 [img:spd] и +2 Урон.
ABILITY_MASSHYSTERIA_NAME,Mass Hysteria,Массовая истерия
ABILITY_MASSHYSTERIA_DESC,Every enemy in your line of sight takes an extra turn. They are charmed on that turn.,Каждый видимый враг делает дополнительный ход. В этот ход они Очарованы.
ABILITY_MASSHYSTERIA2_DESC,"Every enemy in your line of sight takes an extra turn. They are charmed on that turn.
[s:.7](This spell costs less.)[/s]","Каждый видимый враг делает дополнительный ход. В этот ход они Очарованы.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_EXTRATURNQ_NAME,Extra Turn?,Доп. ход?
ABILITY_EXTRATURNQ_DESC,"Take an extra turn. You're stunned and don't regenerate mana on that turn.
[s:.7](This spell can't be cast on extra turns.)[/s]","Сделайте доп. ход. В этот ход вы оглушены и не регените ману.
[s:.7](Нельзя кастовать в доп. ходы.)[/s]"
ABILITY_EXTRATURNQ2_DESC,"Take an extra turn. You have a 75% chance to be stunned and don't regenerate mana on that turn.
[s:.7](This spell can't be cast on extra turns.)[/s]","Сделайте доп. ход. 75% шанс оглушения и отсутствия регена маны.
[s:.7](Нельзя кастовать в доп. ходы.)[/s]"
ABILITY_MINDCRACK_NAME,Mindcrack,Раскол разума
ABILITY_MINDCRACK_DESC,Inflict Magic Weakness 2 on all units in your line of sight.,Наложите Магическую Слабость 2 на всех видимых юнитов.
ABILITY_MINDCRACK2_DESC,Inflict Magic Weakness 2 and Confusion 1 on all non-allied units in your line of sight.,Наложите Магическую Слабость 2 и Замешательство 1 на всех видимых НЕ-союзников.
ABILITY_RESET_NAME,Reset,Сброс
ABILITY_RESET_DESC,"Revive all bodies, fully heal all units, and clear all status effects.
[s:.7](This spell can be cast only once per battle.)[/s]","Воскресите все тела, полностью исцелите всех и снимите все эффекты.
[s:.7](Только раз за битву.)[/s]"
ABILITY_RESET2_DESC,"Revive all bodies, fully heal all units, and clear all status effects.
Castable while you're downed. It costs 0 mana if you're downed.
[s:.7](This spell can be cast only once per battle.)[/s]","Воскресите все тела, полностью исцелите всех и снимите все эффекты.
Можно кастовать, если вас вырубили. Тогда стоит 0 маны.
[s:.7](Только раз за битву.)[/s]"
ABILITY_MIMIC_NAME,Mimic,Мимик
ABILITY_MIMIC_DESC,Target an allied cat within your line of sight. Cast one of their spells at random for free (or use their basic attack if theres no good spells).,Выберите видимого союзного кота. Кастует его случайное заклинание бесплатно (или атаку).
ABILITY_MIMIC2_DESC,"Target an allied cat within your line of sight. Cast one of their spells at random for free (or use their basic attack if theres no good spells).
[s:.7](This spell costs less.)[/s]","Выберите видимого союзного кота. Кастует его случайное заклинание бесплатно.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_CHAOSSWAP_NAME,Chaos Swap,Хаос-обмен
ABILITY_CHAOSSWAP_DESC,Swap positions with a random unit.,Поменяйтесь местами со случайным юнитом.
ABILITY_CHAOSSWAP2_DESC,"Swap positions with a random unit. If that unit was an enemy, you inflict Confusion on it.",Поменяйтесь местами со случайным юнитом. Если это враг — Замешательство.
ABILITY_ASTEROID_NAME,Asteroid,Астероид
ABILITY_ASTEROID_DESC,Make an asteroid fall onto a tile within your line of sight. The asteroid deals damage and leaves a rock.,Обрушьте астероид на видимую клетку. Урон и создание камня.
ABILITY_ASTEROID2_DESC,"Make an asteroid fall onto a tile within your line of sight. The asteroid deals damage, bruises and leaves a boulder.","Обрушьте астероид на видимую клетку. Урон, Ушиб и создание валуна."
ABILITY_STASIS_NAME,Stasis,Стазис
ABILITY_STASIS_DESC,Inflict Freeze on a unit within your line of sight.,Заморозьте видимого юнита.
ABILITY_STASIS2_DESC,"Inflict Freeze 1, Blind 2, and Confusion 2 on a unit within your line of sight.","Заморозка 1, Слепота 2 и Замешательство 2 на видимого юнита."
ABILITY_PASS_NAME,Pass,Пас
ABILITY_PASS_DESC,"Give a unit within your line of sight an extra turn immediately, then end your turn. 
Castable only if you haven't taken any actions this turn.
[s:.7](This can't be cast on extra turns.)[/s]","Отдайте ход видимому юниту (он ходит сразу), завершите свой.
Можно, только если вы еще ничего не делали.
[s:.7](Нельзя в доп. ходы.)[/s]"
ABILITY_PASS2_DESC,"Give a unit within your line of sight an extra turn immediately, then end your turn.
Castable only if you haven't taken any actions this turn other than your movement action.
[s:.7](This can't be cast on extra turns.)[/s]","Отдайте ход видимому юниту, завершите свой.
Можно, если вы только двигались.
[s:.7](Нельзя в доп. ходы.)[/s]"
ABILITY_THINKDEEP_NAME,Think Deep,Глубокая мысль
ABILITY_THINKDEEP_DESC,"Restore all of your mana and fall asleep.
[s:.7](Castable once per turn.)[/s]","Восстановите всю ману и усните.
[s:.7](Раз за ход.)[/s]"
ABILITY_THINKDEEP2_DESC,"Restore all of your mana and fall asleep.
[s:.7](Castable once per turn. This spell costs 0 mana.)[/s]","Восстановите всю ману и усните.
[s:.7](Раз за ход. Бесплатно.)[/s]"
ABILITY_PUPPET_NAME,Puppet,Марионетка
ABILITY_PUPPET_DESC,Force an enemy within your line of sight to attack in the direction it's facing.,"Заставьте видимого врага атаковать туда, куда он смотрит."
ABILITY_PUPPET2_DESC,Force a unit within your line of sight to attack in the direction it's facing.,"Заставьте видимого юнита атаковать туда, куда он смотрит."
ABILITY_LOOKAWAY_NAME,Look Away,Отвернись
ABILITY_LOOKAWAY_DESC,Every unit within your line of sight turns away from you.,Все видимые юниты отворачиваются от вас.
ABILITY_LOOKAWAY2_DESC,Every unit within your line of sight turns away from you and is inflicted with Blind 1.,Все видимые юниты отворачиваются от вас и слепнут (Слепота 1).
ABILITY_GRAVITYBLAST_NAME,Gravity Blast,Грави-взрыв
ABILITY_GRAVITYBLAST_DESC,"Deal 10 Knockback to adjacent units. If you cast this from full mana, the units take 10 damage on collision.",10 Отбрасывания соседям. При полной мане: они получают 10 урона при столкновении.
ABILITY_GRAVITYBLAST2_DESC,"Deal 10 Knockback to adjacent units. If you cast this from full mana, the units take 10 damage on collision and get stunned.",10 Отбрасывания соседям. При полной мане: 10 урона при столкновении и Оглушение.
ABILITY_INCREASEGRAVITY_NAME,Increase Gravity,Усиление гравитации
ABILITY_INCREASEGRAVITY_DESC,"Inflict Slow 1 on a unit within your line of sight. If you cast this from full mana, instead inflict Immobilize 1 and deal 6 damage.",Замедление 1 видимому юниту. При полной мане: вместо этого Обездвиживание 1 и 6 урона.
ABILITY_INCREASEGRAVITY2_DESC,"Inflict Slow 1 on each unit in an area around a tile within your line of sight. If you cast this from full mana, instead inflict Immobilize 1 and deal 6 damage.",Замедление 1 в видимой области. При полной мане: Обездвиживание 1 и 6 урона.
ABILITY_MANIFEST_NAME,Manifest,Манифестация
ABILITY_MANIFEST_DESC,Teleport in a straight line into a unit within your line of sight. Deal damage and displace it.,Телепортируйтесь по прямой ПРЯМО В видимого юнита. Урон и смещение.
ABILITY_MANIFEST2_DESC,Teleport into a unit within your line of sight. Deal damage and displace it.,Телепортируйтесь ПРЯМО В видимого юнита. Урон и смещение.
ABILITY_FLIP_NAME,Flip,Разворот
ABILITY_FLIP_DESC,Turn a unit within your line of sight 180 degrees. Inflict Confusion 1 on that unit.,Разверните видимого юнита на 180 градусов. Замешательство 1.
ABILITY_FLIP2_DESC,Turn a unit within your line of sight 180 degrees. Inflict Confusion 2 and Magic Weakness 1 on that unit.,Разверните видимого юнита на 180 градусов. Замешательство 2 и Маг. Слабость 1.
ABILITY_WITHDRAW_NAME,Withdraw,Отзыв
ABILITY_WITHDRAW_DESC,Pull any unit within your line of sight to a tile adjacent to you.,Притяните любого видимого юнита на клетку рядом с собой.
ABILITY_WITHDRAW2_DESC,"Pull any unit within your line of sight to a tile adjacent to you.
[s:.7](This spell costs less.)[/s]","Притяните любого видимого юнита на клетку рядом с собой.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_GRAVITYWAVE_NAME,Gravity Wave,Грави-волна
ABILITY_GRAVITYWAVE_DESC,Deal damage with Knockback 4 and Chain Knockback in a cone.,"Урон, Отбрасывание 4 и Цепное отбрасывание в конусе."
ABILITY_GRAVITYWAVE2_DESC,"Deal damage with Knockback 4, Chain Knockback and inflict Bruise 1 in a cone.","Урон, Отбрасывание 4, Цепное отбрасывание и Ушиб 1 в конусе."
ABILITY_INVERSION_NAME,Inversion,Инверсия
ABILITY_INVERSION_DESC,Swap positions with a unit in your line of sight.,Поменяйтесь местами с видимым юнитом.
ABILITY_INVERSION2_DESC,"Swap positions with a unit in your line of sight.
[s:.7](This spell costs less.)[/s]","Поменяйтесь местами с видимым юнитом.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_ECHO_NAME,Echo,Эхо
ABILITY_ECHO_DESC,Teleport to the last tile you targeted with an ability if it's empty.,"Телепортируйтесь на последнюю клетку, куда вы кастовали (если она пуста)."
ABILITY_ECHO2_DESC,Teleport to the last tile you targeted with an ability. Displace and damage any units on that tile.,"Телепортируйтесь на последнюю клетку, куда вы кастовали. Смещает и дамажит всех там."
ABILITY_SLIPSTEAM_NAME,Slipstream,Воздушный поток
ABILITY_SLIPSTEAM_DESC,Dash up to three tiles in a straight line or diagonally. Leave floating glass shards on tiles you pass through.,Рывок до 3 клеток. Оставляет парящее стекло на пройденных клетках.
ABILITY_SLIPSTEAM2_DESC,Dash up to five tiles in a straight line or diagonally. Leave floating glass shards on tiles you pass through.,Рывок до 5 клеток. Оставляет парящее стекло на пройденных клетках.
ABILITY_READMIND_NAME,Read Mind,Чтение мыслей
ABILITY_READMIND_DESC,Replace your spells with the spells of an ally cat until the end of the turn.,Замените свои заклинания на заклинания союзного кота до конца хода.
ABILITY_READMIND2_DESC,Replace your spells with upgraded versions of the spells of an ally cat until the end of the turn.,Замените свои заклинания на УЛУЧШЕННЫЕ заклинания союзника до конца хода.
//tank,,
ABILITY_HEADBUTT_NAME,Headbutt,Удар головой
ABILITY_HEADBUTT_DESC,A melee attack that inflicts Stun.,"Мили-атака, вызывающая Оглушение."
ABILITY_HEADBUTT2_DESC,"A melee attack that inflicts Stun.
[s:.7](This spell costs less.)[/s]","Мили-атака, вызывающая Оглушение.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_THROWSCRAP_NAME,Throw Scrap,Бросок лома
ABILITY_THROWSCRAP_DESC,Give +3 [img:shield] to a unit or spawn a scrap pickup on an empty tile.,Дайте +3 [img:shield] юниту или создайте лом на пустой клетке.
ABILITY_THROWSCRAP2_DESC,Give +3 [img:shield] to units in an area and spawn scrap pickups on the empty tiles in that area.,Дайте +3 [img:shield] юнитам в области и создайте лом на пустых клетках там.
ABILITY_CHEWCUD_NAME,Chew Cud,Жвачка
ABILITY_CHEWCUD_DESC,Heal yourself.,Исцелите себя.
ABILITY_CHEWCUD2_DESC,Heal yourself more.,Исцелите себя сильнее.
ABILITY_ASSBLAST_NAME,Ass Blast,Жопный залп
ABILITY_ASSBLAST_DESC,Knock back units in an area near you 2 tiles.,Отбросьте юнитов в области рядом на 2 клетки.
ABILITY_ASSBLAST2_DESC,Knock back units in a larger area near you 10 tiles.,Отбросьте юнитов в большой области рядом на 10 клеток.
ABILITY_CHEW_NAME,Chew,Пожуй
ABILITY_CHEW_DESC,A melee attack with Lifesteal.,Мили-атака с Вампиризмом.
ABILITY_CHEW2_DESC,A melee attack with Lifesteal that inflicts Bleed 2 and ignores shield.,"Мили-атака с Вампиризмом, Кровотечением 2 и игнором щита."
ABILITY_BATTERUP_NAME,Batter Up,Отбивающий
ABILITY_BATTERUP_DESC,Knock a unit back 10 tiles.,Отбейте юнита на 10 клеток назад.
ABILITY_BATTERUP2_DESC,Knock a unit back 10 tiles with Chain Knockback.,Отбейте юнита на 10 клеток назад с Цепным отбрасыванием.
ABILITY_BACKBREAKER_NAME,Backbreaker,Ломатель спин
ABILITY_BACKBREAKER_DESC,A melee attack that Immobilizes.,Мили-атака: Обездвиживание.
ABILITY_BACKBREAKER2_DESC,A melee attack that Immobilizes and gives -2 [img:spd].,Мили-атака: Обездвиживание и -2 [img:spd].
ABILITY_INTIMIDATE_NAME,Intimidate,Устрашение
ABILITY_INTIMIDATE_DESC,Inflict Fear on an adjacent unit.,Наложите Страх на соседа.
ABILITY_INTIMIDATE2_DESC,Inflict Fear on a unit up to five tiles away.,Наложите Страх на юнита в радиусе 5.
ABILITY_TOSS_NAME,Toss,Бросок
ABILITY_TOSS_DESC,Throw an adjacent unit to an open tile.,Бросьте соседа на свободную клетку.
ABILITY_TOSS2_DESC,"Throw an adjacent unit to a tile, dealing bonus damage if it collides with something.",Бросьте соседа на клетку. Бонус урон при столкновении.
ABILITY_WRESTLETOSS_DESC,"Throw an adjacent unit to an open tile.
[s:.7](Castable once per turn.)[/s]","Бросьте соседа на свободную клетку.
[s:.7](Раз за ход.)[/s]"
ABILITY_WRESTLETOSS2_DESC,"Throw an adjacent unit to a tile, dealing bonus damage if it collides with something.
[s:.7](Castable once per turn.)[/s]","Бросьте соседа на клетку. Бонус урон при столкновении.
[s:.7](Раз за ход.)[/s]"
ABILITY_NUBBYTOSS_DESC,"Throw your crippled friend to any tile.
[s:.7](Castable once per turn.)[/s]","Бросьте вашего друга-калеку на любую клетку.
[s:.7](Раз за ход.)[/s]"
ABILITY_BELLYFLOP_NAME,Belly Flop,Плюх пузом
ABILITY_BELLYFLOP_DESC,Jump to a tile and Immobilize anything you land on.,"Прыгните на клетку и Обездвижьте всё, на что упали."
ABILITY_BELLYFLOP2_DESC,Jump to a tile and Immobilize units in an area.,Прыгните на клетку и Обездвижьте юнитов в области.
ABILITY_TOADJUMP_NAME,Jump,Прыжок
ABILITY_TOADJUMP_DESC,Jump to a tile and damage what you land on.,"Прыгните на клетку и нанесите урон тому, на кого упали."
ABILITY_BELLYJUMP_DESC,Jump to a tile and damage what you land on.,"Прыгните на клетку и нанесите урон тому, на кого упали."
ABILITY_TRAMPLEDASH_NAME,Trample Dash,Рывок-топот
ABILITY_TRAMPLEDASH_DESC,"Dash forward with Trample, then spawn a rock.","Рывок с Топтанием, создает камень."
ABILITY_TRAMPLEDASH2_DESC,"Dash forward with Trample, then spawn a rock. Deals more damage and has a 20% chance to inflict Stun.","Рывок с Топтанием, создает камень. Больше урона и 20% шанс Оглушения."
ABILITY_TANKSWAP_NAME,Swap,Обмен
ABILITY_TANKSWAP_DESC,Swap positions with any ally.,Поменяйтесь местами с союзником.
ABILITY_TANKSWAP2_DESC,Swap positions with any unit.,Поменяйтесь местами с любым юнитом.
ABILITY_TOTHERESCUE_NAME,To the Rescue!,На помощь!
ABILITY_TOTHERESCUE_DESC,Jump to a tile adjacent to an ally. Damage and displace any units you land on.,"Прыгните к союзнику. Урон и смещение тем, на кого упали."
ABILITY_TOTHERESCUE2_DESC,"Jump to a tile adjacent to an ally. Damage and displace any units you land on, or are adjacent to.","Прыгните к союзнику. Урон и смещение тем, на кого упали или кто рядом."
ABILITY_TANKTANTRUM_NAME,Tantrum,Истерика
ABILITY_TANKTANTRUM_DESC,"Hit all adjacent units, then spawn a rock.","Ударьте всех соседей, затем создайте камень."
ABILITY_TANKTANTRUM2_DESC,"Hit all adjacent and diagonally adjacent units, then spawn a rock.","Ударьте всех соседей (и по диагонали), затем создайте камень."
ABILITY_EARTHQUAKE_NAME,Earthquake,Землетрясение
ABILITY_EARTHQUAKE_DESC,"Deal damage in a cone with a 10% chance to Petrify. Has a chance to spawn rocks.
[s:.7](This spell spawns rocks.)[/s]","Урон в конусе, 10% шанс Окаменения. Шанс создать камни.
[s:.7](Это заклинание создает камни.)[/s]"
ABILITY_EARTHQUAKE2_DESC,"Deal more damage in a cone with a 20% chance to Petrify. Has a chance to spawn rocks.
[s:.7](This spell spawns rocks.)[/s]","Больше урона в конусе, 20% шанс Окаменения. Шанс создать камни.
[s:.7](Это заклинание создает камни.)[/s]"
ABILITY_ROCKTOSS_NAME,Rock Toss,Бросок камня
ABILITY_ROCKTOSS_DESC,Throw a rock with a 10% chance to Stun.,Бросьте камень (10% шанс Оглушения).
ABILITY_ROCKTOSS2_DESC,Throw a rock with a 33% chance to Stun.,Бросьте камень (33% шанс Оглушения).
ABILITY_BARBEDWIRE_NAME,Barbed Wire,Колючая проволока
ABILITY_BARBEDWIRE_DESC,"Give a unit +5 Thorns until your next turn.
[s:.7](You can target yourself.)[/s]","Дайте юниту +5 Шипов до вашего след. хода.
[s:.7](Можно на себя.)[/s]"
ABILITY_BARBEDWIRE2_DESC,"Give a unit or object +5 Thorns until your next turn.
[s:.7](You can target yourself.)[/s]","Дайте юниту или объекту +5 Шипов до вашего след. хода.
[s:.7](Можно на себя.)[/s]"
ABILITY_TANKMOCK_NAME,Goad,Провокация
ABILITY_TANKMOCK_DESC,Force an enemy to move towards you.,Заставьте врага идти к вам.
ABILITY_TANKMOCK2_DESC,"Force an enemy anywhere to move towards you.
[s:.7](This spell costs less.)[/s]","Заставьте врага где угодно идти к вам.
[s:.7](Это заклинание стоит дешевле.)[/s]"
ABILITY_BOWLOVER_NAME,Bowl Over,Сбивание с ног
ABILITY_BOWLOVER_DESC,Trample over one tile diagonally.,Протопчите одну клетку по диагонали.
ABILITY_BOWLOVER2_DESC,Trample over two tiles diagonally with a 10% chance to inflict Stun.,Протопчите две клетки по диагонали с 10% шансом Оглушения.
ABILITY_CLAP_NAME,Clap,Хлопок
ABILITY_CLAP_DESC,Knock 2 enemies in front of you together.,Столкните лбами 2 врагов перед собой.
ABILITY_CLAP2_DESC,Knock 2 enemies in front of you together with +2 knockback damage.,Столкните лбами 2 врагов перед собой (+2 урона от отбрасывания).
ABILITY_ROCKSONG_NAME,Rock Song,Песнь камня
