KEY,en,ru
ARMOR_COOLROCKS_DESC,"Your basic attack has +1 Knockback.
When you are downed, gain coins.","Ваша базовая атака имеет +1 Отбрасывание.
Когда вас вырубают, получите монеты."
ARMOR_DEBRIS_NAME,Debris,Обломки
ARMOR_DEBRIS_DESC,+1 Brace.,+1 Стойкость.
ARMOR_DOODIEMASK_NAME,Doodie Mask,Какашечная Маска
ARMOR_DOODIEMASK_DESC,Spawn a Charmed Fly at the end of your turn.,Призовите Очарованную Муху в конце хода.
ARMOR_ETHEREALEYES_NAME,Ethereal Eyes,Эфирные Глаза
ARMOR_ETHEREALEYES_DESC,"+15% Dodge Chance.
Gain +5% Dodge Chance each time you take damage.","+15% Уклонения.
Получайте +5% Уклонения при каждом получении урона."
ARMOR_EYEOFGOD_NAME,Eye Of God,Глаз Бога
ARMOR_EYEOFGOD_DESC,"+10 range. 
Your ranged attacks can't miss.","+10 дальность.
Ваши дальние атаки не могут промахнуться."
ARMOR_EYEOFRA_NAME,Eye of Ra,Око Ра
ARMOR_EYEOFRA_DESC,"Your basic attack inflicts Burn 1 and Blind 1.
Inflict Burn 1 and Blind 1 on units that contact or attack you.","Ваша базовая атака накладывает Горение 1 и Слепоту 1.
Накладывайте Горение 1 и Слепоту 1 на юнитов, касающихся или атакующих вас."
ARMOR_FACECOVERING_NAME,Face Covering,Повязка на Лицо
ARMOR_FACECOVERING_DESC,,
ARMOR_FEATHEREDMASK_NAME,Feathered Mask,Пернатая Маска
ARMOR_FEATHEREDMASK_DESC,+10% Dodge Chance.,+10% Уклонения.
ARMOR_FLESHKID_NAME,Flesh Kid,Мясной Парень
ARMOR_FLESHKID_DESC,"You can't get injuries.
When you're downed, revive at the end of the round.
Your movement action is Jump.","Вы не можете получать травмы.
Когда вас вырубают, возродитесь в конце раунда.
Ваше действие движения — Прыжок."
ARMOR_FLOWER_NAME,Flower,Цветок
ARMOR_FLOWER_DESC,"Spawn flowers under you when you end your turn.
+1 Health Regen.","Создавайте цветы под собой в конце хода.
+1 Регенерация Здоровья."
ARMOR_GEMSTONEBONES_NAME,Gemstone Bones,Самоцветные Кости
ARMOR_GEMSTONEBONES_DESC,"+1 Kinetic Spikes. When you take damage, gain +1 [img:str]. When you are downed, emit 6 Sparkles.","+1 Кинетические Шипы. При получении урона получите +1 [img:str]. Когда вас вырубают, испустите 6 Искр."
ARMOR_GLASSES_NAME,Glasses,Очки
ARMOR_GLASSES_DESC,,
ARMOR_GLYPHOFPROTECTION_NAME,Glyph of Protection,Глиф Защиты
ARMOR_GLYPHOFPROTECTION_DESC,Gain +1 [img:shield] each time you cast a spell.,Получайте +1 [img:shield] при каждом заклинании.
ARMOR_HITLERSMUSTACHE_NAME,Hitler's Mustache,Усы Гитлера
ARMOR_HITLERSMUSTACHE_DESC,"Permanent Madness.
Take 2 extra turns at the start of each round.","Постоянное Безумие.
Делайте 2 доп. хода в начале каждого раунда."
ARMOR_HOCKEYMASK_NAME,Hockey Mask,Хоккейная Маска
ARMOR_HOCKEYMASK_DESC,"While downed, you have a 25% chance to revive with 1 HP at the end of the round.",В вырубленном состоянии: 25% шанс воскреснуть с 1 ОЗ в конце раунда.
ARMOR_HOLYTEARS_NAME,Holy Tears,Святые Слезы
ARMOR_HOLYTEARS_DESC,"Allies gain 2 [img:divineshield] when you are downed.
Your spells cost -1 mana.","Союзники получают 2 [img:divineshield], когда вас вырубают.
Ваши заклинания стоят -1 ману."
ARMOR_HORSEBLINDERS_NAME,Horse Blinders,Шоры
ARMOR_HORSEBLINDERS_DESC,"Your abilities have 100% accuracy and +50% Crit Chance.
You are unable to hit any unit that isn't in a straight line directly in front of you.","Ваши способности имеют 100% точность и +50% Шанс Крита.
Вы не можете ударить юнита, если он не на прямой линии прямо перед вами."
ARMOR_INFAMOUSMASK_NAME,Infamous Mask,Маска Позора
ARMOR_INFAMOUSMASK_DESC,Block attacks from the front.,Блокирует атаки спереди.
ARMOR_LEATHERHIDEMASK_NAME,Leather Hide Mask,Маска из Кожи
ARMOR_LEATHERHIDEMASK_DESC,"+1 Brace, +1 Health Regen, 5% chance to spawn a Charmed Flea each turn.","+1 Стойкость, +1 Регенерация Здоровья, 5% шанс призвать Очарованную Блоху каждый ход."
ARMOR_LEECHBROOD_NAME,Leech Brood,Выводок Пиявок
ARMOR_LEECHBROOD_DESC,"Inflict Leech 1 to all enemies at the start of each battle.
Start each battle at 50% health.","Наложите Пиявку 1 на всех врагов в начале битвы.
Начните битву с 50% здоровья."
ARMOR_LILTUMOR_NAME,Lil' Tumor,Маленькая Опухоль
ARMOR_LILTUMOR_DESC,"At the end of each battle, gain -1 to three random stats, then gain a mutation.","В конце битвы получите -1 к трем случайным статам, затем получите мутацию."
ARMOR_MINERIMPLANT_NAME,Miner Implant,Имплант Шахтера
ARMOR_MINERIMPLANT_DESC,"+1 range, +1 reach.
Poison Immunity.","+1 дальность, +1 радиус.
Иммунитет к Яду."
ARMOR_MINERSBEARD_NAME,Miner's Beard,Борода Шахтера
ARMOR_MINERSBEARD_DESC,"When you take damage, spawn scrap.
When you end turn, spawn a coin on a random tile.","При получении урона создайте лом.
В конце хода создайте монету на случайной клетке."
ARMOR_MONOCLE_NAME,Monocle,Монокль
ARMOR_MONOCLE_DESC,Your physical attacks can't miss.,Ваши физические атаки не могут промахнуться.
ARMOR_MUDMASK_NAME,Mud Mask,Грязевая Маска
ARMOR_MUDMASK_DESC,Fragile and Brittle while wet.,"Хрупкость и Ломкость, пока мокрый."
ARMOR_MUERTOSMASK_NAME,Muertos Mask,Маска Муэртос
ARMOR_MUERTOSMASK_DESC,+6 Corpse Health.,+6 к Здоровью Трупа.
ARMOR_MUSTACHE_NAME,Mustache,Усы
ARMOR_MUSTACHE_DESC,,
ARMOR_MUZZLE_NAME,Muzzle,Намордник
ARMOR_MUZZLE_DESC,,
ARMOR_MYSTICALBLINDFOLD_NAME,Mystical Blindfold,Мистическая Повязка
ARMOR_MYSTICALBLINDFOLD_DESC,Your physical attacks and abilities always miss.,Ваши физ. атаки и способности всегда мажут.
ARMOR_NINJABANDANA_NAME,Ninja Bandana,Бандана Ниндзя
ARMOR_NINJABANDANA_DESC,You have a 10% chance to gain a bonus attack when you use your basic attack.,У вас есть 10% шанс получить бонусную атаку при использовании базовой атаки.
ARMOR_PEACESYMBOL_NAME,Peace Symbol,Пацифик
ARMOR_PEACESYMBOL_DESC,"If you end your turn without dealing damage, gain +1 [img:divineshield].","Если закончили ход без нанесения урона, получите +1 [img:divineshield]."
ARMOR_PHANTOMMASK_NAME,Phantom Mask,Призрачная Маска
ARMOR_PHANTOMMASK_DESC,"+10% chance to Block attacks.
When you take damage, this becomes an invincible familiar.","+10% шанс Блокировать атаки.
При получении урона становится неуязвимым фамильяром."
ARMOR_PINSANDNEEDLES_NAME,Pins and Needles,Булавки и Иглы
ARMOR_PINSANDNEEDLES_DESC,"+1 Thorns.
Gain +1 Charge when you deal damage.","+1 Шипы.
Получите +1 Заряд, когда наносите урон."
ARMOR_RADGLASSES_NAME,Rad Glasses,Рад-Очки
ARMOR_RADGLASSES_DESC,Your explosions deal +1 damage and have +1 area.,Ваши взрывы наносят +1 урон и имеют +1 область.
ARMOR_RECYCLEDGIMPMASK_NAME,Recycled Ball Gag,Переработанный Кляп-Шар
ARMOR_RECYCLEDGIMPMASK_DESC,"Gain +2 Charge when you take damage.
Find a common item when you are downed.","Получите +2 Заряда при получении урона.
Найдите обычный предмет, когда вас вырубают."
ARMOR_RHINESTONESTICKERS_NAME,Rhinestone Stickers,Наклейки со Стразами
ARMOR_RHINESTONESTICKERS_DESC,Emit 4 Sparkles at the start of each battle.,Испустите 4 Искры в начале каждой битвы.
ARMOR_RUBBERBAND_NAME,Rubber Band,Резинка
ARMOR_RUBBERBAND_DESC,+1 reach.,+1 радиус.
ARMOR_STEVENMASK1_NAME,Steven,Стивен
ARMOR_STEVENMASK1_DESC,Your musical abilities are always double cast.,Ваши музыкальные способности всегда срабатывают дважды.
ARMOR_STEVENMASK2_NAME,Steven,Стивен
ARMOR_STEVENMASK2_DESC,"While you're downed, spawn a random charmed enemy familiar at the end of each round.","Пока вы вырублены, призывайте случайного очарованного врага-фамильяра в конце каждого раунда."
ARMOR_STEVENSFARTFACE_NAME,Steven's Fart Face,Пердящее Лицо Стивена
ARMOR_STEVENSFARTFACE_DESC,"At the end of your turn, inflict Poison 1 on all units. Repeat for each turn you've taken this battle.","В конце вашего хода наложите Яд 1 на всех юнитов. Повторяется за каждый ход, сделанный вами в этой битве."
ARMOR_STEVENSMUSTACHE_NAME,Steven's Mustache,Усы Стивена
ARMOR_STEVENSMUSTACHE_DESC,,
ARMOR_SURVIVALISTMASK_NAME,Survivalist's Mask,Маска Выживальщика
ARMOR_SURVIVALISTMASK_DESC,"Bodies you destroy spawn food, catnip and a coin.","Уничтоженные вами тела создают еду, кошачью мяту и монету."
ARMOR_THIRDEYE_NAME,Third Eye,Третий Глаз
ARMOR_THIRDEYE_DESC,"+1 range.
Your ranged attacks can't miss.","+1 дальность.
Ваши дальние атаки не могут промахнуться."
ARMOR_TINASFRIEND_NAME,Tina's Best Friend,Лучший Друг Тины
ARMOR_TINASFRIEND_DESC,Spawn a large Charmed Fly at the start of each battle.,Призовите большую Очарованную Муху в начале каждой битвы.
ARMOR_VISIONPLUGIN_NAME,Vision Plugin,Визор-Плагин
ARMOR_VISIONPLUGIN_DESC,+1 range.,+1 дальность.
ARMOR_WHITEBELT_NAME,White Belt,Белый Пояс
ARMOR_WHITEBELT_DESC,+1 Brace.,+1 Стойкость.
ARMOR_INVADER_NAME,Intruder,Вторженец
ARMOR_INVADER_DESC,Is it your baby?,Это твой ребенок?
ARMOR_CHILDOFTHEGLOWINGONE2_NAME,Child of the Glowing One,Дитя Сияющего
ARMOR_CHILDOFTHEGLOWINGONE2_DESC,Gain +1 Damage and heal 1 HP every time you use your basic attack.,Получите +1 Урон и исцелите 1 ОЗ каждый раз при использовании базовой атаки.
//armor sets,,
ARMOR_ADVANCEDHAT_NAME,Advanced Alloy Hat,Шляпа из Продвинутого Сплава
ARMOR_ADVANCEDHAT_DESC,"+2 Brace, +2 Thorns.
Brittle.","+2 Стойкость, +2 Шипы.
Ломкая."
ARMOR_ADVANCEDMASK_NAME,Advanced Alloy Mask,Маска из Продвинутого Сплава
ARMOR_ADVANCEDMASK_DESC,"+2 Brace, +2 Thorns.
Brittle.","+2 Стойкость, +2 Шипы.
Ломкая."
ARMOR_ADVANCEDARMOR_NAME,Advanced Alloy Armor,Броня из Продвинутого Сплава
ARMOR_ADVANCEDARMOR_DESC,"+2 Brace, +2 Thorns.
Brittle.","+2 Стойкость, +2 Шипы.
Ломкая."
SETBONUS_ADVALLOY_NAME,Advanced Alloy Set Bonus!,Бонус Набора Продвинутого Сплава!
SETBONUS_ADVALLOY_DESC,Advanced Alloy Set Pieces are no longer Brittle.,Части набора больше не Ломкие.
ARMOR_ALLOYHAT_NAME,Alloy Hat,Шляпа из Сплава
ARMOR_ALLOYHAT_DESC,"+1 Brace, +2 Thorns.
Brittle.","+1 Стойкость, +2 Шипы.
Ломкая."
ARMOR_ALLOYMASK_NAME,Alloy Mask,Маска из Сплава
ARMOR_ALLOYMASK_DESC,"+1 Brace, +2 Thorns.
Brittle.","+1 Стойкость, +2 Шипы.
Ломкая."
ARMOR_ALLOYARMOR_NAME,Alloy Armor,Броня из Сплава
ARMOR_ALLOYARMOR_DESC,"+1 Brace, +2 Thorns.
Brittle.","+1 Стойкость, +2 Шипы.
Ломкая."
SETBONUS_ALLOY_NAME,Alloy Set Bonus!,Бонус Набора Сплава!
SETBONUS_ALLOY_DESC,Alloy Set Pieces are no longer Brittle.,Части набора больше не Ломкие.
ARMOR_ANCESTORSSKULL_NAME,Ancestor's Skull,Череп Предка
ARMOR_ANCESTORSSKULL_DESC,"- {str_aux_passive_name} -
{str_aux_passive_desc}","- {str_aux_passive_name} -
{str_aux_passive_desc}"
ARMOR_ANCESTORSJAW_NAME,Ancestor's Jaw,Челюсть Предка
ARMOR_ANCESTORSJAW_DESC,"- {str_aux_passive_name} -
{str_aux_passive_desc}","- {str_aux_passive_name} -
{str_aux_passive_desc}"
ARMOR_ANCESTORSBONES_NAME,Ancestor's Bones,Кости Предка
ARMOR_ANCESTORSBONES_DESC,"- {str_aux_passive_name} -
{str_aux_passive_desc}","- {str_aux_passive_name} -
{str_aux_passive_desc}"
SETBONUS_ANCESTOR_NAME,Ancestor Set Bonus!,Бонус Набора Предка!
SETBONUS_ANCESTOR_DESC,"Spawn a spectral copy of yourself when you die.
The copy dies at the end of its turn.","Призовите спектральную копию себя после смерти.
Копия умирает в конце своего хода."
ARMOR_SCARYBABY_NAME,Scary Baby,Страшный Малыш
ARMOR_SCARYBABY_DESC,Inflict Fear 2 on a random enemy at the start of each battle.,Наложите Страх 2 на случайного врага в начале каждой битвы.
ARMOR_CHARMINGBABY_NAME,Charming Baby,Очаровательный Малыш
ARMOR_CHARMINGBABY_DESC,Inflict Charmed 2 on a random enemy at the start of each battle.,Наложите Очарование 2 на случайного врага в начале каждой битвы.
ARMOR_FREEZINGBABY_NAME,Freezing Baby,Замораживающий Малыш
ARMOR_FREEZINGBABY_DESC,Inflict Freeze 2 on a random enemy at the start of each battle.,Наложите Заморозку 2 на случайного врага в начале каждой битвы.
SETBONUS_BABY_NAME,Baby Set Bonus!,Бонус Набора Малыша!
SETBONUS_BABY_DESC,Start battle with a baby version of yourself.,Начните битву с детской версией себя.
ARMOR_BARBEDHAT_NAME,Barbed Hat,Колючая Шляпа
ARMOR_BARBEDHAT_DESC,"+1 Damage, +1 Thorns, -1 max HP.","+1 Урон, +1 Шипы, -1 макс ОЗ."
ARMOR_BARBEDMASK_NAME,Barbed Mask,Колючая Маска
ARMOR_BARBEDMASK_DESC,"+1 Damage, +1 Thorns, -1 max HP.","+1 Урон, +1 Шипы, -1 макс ОЗ."
ARMOR_BARBEDARMOR_NAME,Barbed Necklace,Колючее Ожерелье
ARMOR_BARBEDARMOR_DESC,"+1 Damage, +1 Thorns, -1 max HP.","+1 Урон, +1 Шипы, -1 макс ОЗ."
SETBONUS_BARBED_NAME,Barbed Set Bonus!,Бонус Колючего Набора!
SETBONUS_BARBED_DESC,+3 Thorns.,+3 Шипы.
ARMOR_BIGROCKHAT_NAME,Big Rock Hat,Шляпа Большого Камня
ARMOR_BIGROCKHAT_DESC,Brace 2.,Стойкость 2.
ARMOR_BIGROCKMASK_NAME,Big Rock Mask,Маска Большого Камня
ARMOR_BIGROCKMASK_DESC,Brace 2.,Стойкость 2.
ARMOR_BIGROCKNECKLACE_NAME,Big Rock Necklace,Ожерелье Большого Камня
ARMOR_BIGROCKNECKLACE_DESC,Brace 2.,Стойкость 2.
SETBONUS_BIGROCK_NAME,Big Rock Set Bonus!,Бонус Набора Большого Камня!
SETBONUS_BIGROCK_DESC,Spawn 2 Charmed Geolads at the start of each battle.,Призовите 2 Очарованных Гео-Парней в начале каждой битвы.
ARMOR_BIONICHAT_NAME,Bionic Skull Plating,Бионическая Пластина Черепа
ARMOR_BIONICHAT_DESC,Fragile.,Хрупкая.
ARMOR_BIONICMASK_NAME,Bionic Face Plating,Бионическая Пластина Лица
ARMOR_BIONICMASK_DESC,Fragile.,Хрупкая.
ARMOR_BIONICARMOR_NAME,Bionic Neck Plating,Бионическая Пластина Шеи
ARMOR_BIONICARMOR_DESC,Fragile.,Хрупкая.
SETBONUS_BIONIC_NAME,Bionic Set Bonus!,Бонус Бионического Набора!
SETBONUS_BIONIC_DESC,"Your movement action becomes an infinite range Teleport.
Bionic Set Pieces are no longer Fragile.","Ваше движение становится Телепортом с бесконечной дальностью.
Части бионического набора больше не Хрупкие."
ARMOR_BONESHAT_NAME,Skull Cap,Тюбетейка
ARMOR_BONESHAT_DESC,"Breaks when [img:shield] is depleted.
When it breaks, gain +1 [img:int] and +3 Health Regen for the rest of the battle.","Ломается, когда [img:shield] истощен.
Когда ломается, получите +1 [img:int] и +3 Регенерацию Здоровья до конца битвы."
ARMOR_BONESMASK_NAME,Jawbone,Челюстная Кость
ARMOR_BONESMASK_DESC,"Breaks when [img:shield] is depleted.
When it breaks, gain +1 [img:str] and +3 Health Regen for the rest of the battle.","Ломается, когда [img:shield] истощен.
Когда ломается, получите +1 [img:str] и +3 Регенерацию Здоровья до конца битвы."
ARMOR_BONESARMOR_NAME,Bone Necklace,Костяное Ожерелье
ARMOR_BONESARMOR_DESC,"Breaks when [img:shield] is depleted.
When it breaks, gain +1 [img:dex] and +3 Health Regen for the rest of the battle.","Ломается, когда [img:shield] истощен.
Когда ломается, получите +1 [img:dex] и +3 Регенерацию Здоровья до конца битвы."
SETBONUS_BONE_NAME,Bone Set Bonus!,Бонус Костяного Набора!
SETBONUS_BONE_DESC,Find a random common bone item at the end of each battle.,Находите случайный обычный костяной предмет в конце каждой битвы.
ARMOR_BRICKHAT_NAME,Brick Hat,Кирпичная Шляпа
ARMOR_BRICKHAT_DESC,Inflict Bruise 1 on units that contact you.,"Накладывает Ушиб 1 на юнитов, касающихся вас."
ARMOR_BRICKMASK_NAME,Brick Mask,Кирпичная Маска
ARMOR_BRICKMASK_DESC,Inflict Bruise 1 on units that contact you.,"Накладывает Ушиб 1 на юнитов, касающихся вас."
ARMOR_BRICKNECKLACE_NAME,Brick Necklace,Кирпичное Ожерелье
ARMOR_BRICKNECKLACE_DESC,Inflict Bruise 1 on units that contact you.,"Накладывает Ушиб 1 на юнитов, касающихся вас."
SETBONUS_BRICK_NAME,Brick Set Bonus!,Бонус Кирпичного Набора!
SETBONUS_BRICK_DESC,Knockback immunity.,Иммунитет к Отбрасыванию.
ARMOR_FLESHSHROUD_NAME,Flesh Shroud,Мясной Саван
ARMOR_FLESHSHROUD_DESC,"Gain +1 [img:shield] each time you heal.
When you kill a unit or destroy a corpse, it becomes meat.","Получайте +1 [img:shield] при каждом лечении.
Когда вы убиваете юнита или уничтожаете труп, он становится мясом."
ARMOR_IRONJAW_NAME,Iron Jaw,Железная Челюсть
ARMOR_IRONJAW_DESC,Counterattack melee attackers with a bite that deals 3 damage with Lifesteal.,Контратакуйте в ближнем бою укусом на 3 урона с Вампиризмом.
ARMOR_HOOKEDNECKLACE_NAME,Hooked Necklace,Ожерелье с Крюками
ARMOR_HOOKEDNECKLACE_DESC,+2 Thorns. Cleave units that contact you.,"+2 Шипы. Рассекает юнитов, касающихся вас."
SETBONUS_BUTCHER_NAME,Butcher Set Bonus!,Бонус Набора Мясника!
SETBONUS_BUTCHER_DESC,Food and scrap pickups you spawn are bigger.,"Еда и лом, которые вы создаете, больше."
ARMOR_CACTUSMASK_NAME,Cactus Mask,Кактусовая Маска
ARMOR_CACTUSMASK_DESC,"+3 Thorns, Brittle.
Gain +2 [img:con] permanently and heal 10 HP when this breaks.","+3 Шипы, Ломкая.
Получите +2 [img:con] навсегда и исцелите 10 ОЗ, когда ломается."
ARMOR_CACTUSHAT_NAME,Cactus Hat,Кактусовая Шляпа
ARMOR_CACTUSHAT_DESC,"+3 Thorns, Brittle.
Gain +2 [img:con] permanently and heal 10 HP when this breaks.","+3 Шипы, Ломкая.
Получите +2 [img:con] навсегда и исцелите 10 ОЗ, когда ломается."
ARMOR_CACTUSNECKLACE_NAME,Cactus Necklace,Кактусовое Ожерелье
ARMOR_CACTUSNECKLACE_DESC,"+3 Thorns, Brittle.
Gain +2 [img:con] permanently and heal 10 HP when this breaks.","+3 Шипы, Ломкая.
Получите +2 [img:con] навсегда и исцелите 10 ОЗ, когда ломается."
SETBONUS_CACTUS_NAME,Cactus Set Bonus!,Бонус Кактусового Набора!
SETBONUS_CACTUS_DESC,"+2 Thorns.
Whenever any Cactus armor breaks, increase all your stats by 1, permanently.","+2 Шипы.
Когда любая Кактусовая броня ломается, навсегда увеличьте все статы на 1."
ARMOR_CARAPACEHAT_NAME,Carapace Hat,Панцирная Шляпа
ARMOR_CARAPACEHAT_DESC,Cleanse 1 stack of a random negative status effect when you end your turn.,Снимите 1 стак случайного негативного эффекта в конце хода.
ARMOR_CARAPACEMASK_NAME,Carapace Mask,Панцирная Маска
ARMOR_CARAPACEMASK_DESC,Cleanse 1 stack of a random negative status effect when you end your turn.,Снимите 1 стак случайного негативного эффекта в конце хода.
ARMOR_CARAPACENECKLACE_NAME,Carapace Necklace,Панцирное Ожерелье
ARMOR_CARAPACENECKLACE_DESC,Cleanse 1 stack of a random negative status effect when you end your turn.,Снимите 1 стак случайного негативного эффекта в конце хода.
SETBONUS_CARAPACE_NAME,Carapace Set Bonus!,Бонус Панцирного Набора!
SETBONUS_CARAPACE_DESC,Gain 3 random stat ups at the end of your turn.,Получите 3 случайных повышения характеристик в конце вашего хода.
ARMOR_CARDBOARDHAT_NAME,Cardboard Hat,Картонная Шляпа
ARMOR_CARDBOARDHAT_DESC,"Fragile, Flammable, Brittle when wet.","Хрупкая, Воспламеняемая, Ломкая если мокрая."
ARMOR_CARDBOARDMASK_NAME,Cardboard Mask,Картонная Маска
ARMOR_CARDBOARDMASK_DESC,"Fragile, Flammable, Brittle when wet.","Хрупкая, Воспламеняемая, Ломкая если мокрая."
ARMOR_CARDBOARDARMOR_NAME,Cardboard Necklace,Картонное Ожерелье
ARMOR_CARDBOARDARMOR_DESC,"Fragile, Flammable, Brittle when wet.","Хрупкая, Воспламеняемая, Ломкая если мокрая."
SETBONUS_CARDBOARD_NAME,Cardboard Set Bonus!,Бонус Картонного Набора!
SETBONUS_CARDBOARD_DESC,Cardboard Set Pieces are no longer Fragile.,Части картонного набора больше не Хрупкие.
ARMOR_CATHIDEHAT_NAME,Cathide Hat,Шляпа из Кошачьей Шкуры
ARMOR_CATHIDEHAT_DESC,"+1 Health Regen.
5% chance to spawn a Flea Familiar at the end of your turn.","+1 Регенерация Здоровья.
5% шанс призвать Фамильяра-Блоху в конце вашего хода."
ARMOR_CATHIDEMASK_NAME,Cathide Mask,Маска из Кошачьей Шкуры
ARMOR_CATHIDEMASK_DESC,"+1 Health Regen.
5% chance to spawn a Flea Familiar at the end of your turn.","+1 Регенерация Здоровья.
5% шанс призвать Фамильяра-Блоху в конце вашего хода."
ARMOR_CATHIDEARMOR_NAME,Cathide Armor,Броня из Кошачьей Шкуры
ARMOR_CATHIDEARMOR_DESC,"+1 Health Regen.
5% chance to spawn a Flea Familiar at the end of your turn.","+1 Регенерация Здоровья.
5% шанс призвать Фамильяра-Блоху в конце вашего хода."
SETBONUS_CATHIDE_NAME,Cathide Set Bonus!,Бонус Набора из Шкуры!
SETBONUS_CATHIDE_DESC,"5% chance to spawn a Flea each turn.
Familiars have +1 Damage and +1 movement range.","5% шанс призвать Блоху каждый ход.
Фамильяры имеют +1 Урон и +1 дальность движения."
ARMOR_CAVEMANWIG_NAME,Caveman Wig,Парик Пещерного Человека
ARMOR_CAVEMANWIG_DESC,Spawn 1-3 Charmed Lice at the start of each battle.,Призовите 1-3 Очарованных Вшей в начале каждой битвы.
ARMOR_CAVEMANEYEBROWS_NAME,Caveman Eyebrows,Брови Пещерного Человека
ARMOR_CAVEMANEYEBROWS_DESC,Your weapons deal double damage.,Ваше оружие наносит двойной урон.
ARMOR_CAVEMANNECKLACE_NAME,Caveman Necklace,Ожерелье Пещерного Человека
ARMOR_CAVEMANNECKLACE_DESC,+33% crit damage.,+33% критического урона.
SETBONUS_CAVEMAN_NAME,Caveman Set Bonus!,Бонус Набора Пещерного Человека!
SETBONUS_CAVEMAN_DESC,"If your [img:int] is 1 or less, gain Brace 5.","Если ваша [img:int] равна 1 или меньше, получите Стойкость 5."
ARMOR_OCULARCHIP_NAME,Ocular Chip,Глазной Чип
ARMOR_OCULARCHIP_DESC,Your spells cost -1 mana.,Ваши заклинания стоят -1 ману.
ARMOR_CEREBRALCHIP_NAME,Cerebral Chip,Церебральный Чип
ARMOR_CEREBRALCHIP_DESC,Your spells cost -1 mana.,Ваши заклинания стоят -1 ману.
ARMOR_SPINALCHIP_NAME,Spinal Chip,Спинальный Чип
ARMOR_SPINALCHIP_DESC,Your spells cost -1 mana.,Ваши заклинания стоят -1 ману.
SETBONUS_CHIP_NAME,Chip Set Bonus!,Бонус Набора Чипов!
SETBONUS_CHIP_DESC,"When you end your turn, if you cast exactly 5 spells, double cast your next spell.","В конце хода, если вы сотворили ровно 5 заклинаний, удвойте следующее."
ARMOR_CLERICHAT_NAME,Cleric's Mitre,Митра Клирика
ARMOR_CLERICHAT_DESC,Your heals heal for 2 extra.,Ваше лечение лечит на 2 больше.
ARMOR_CLERICRELIC_NAME,Cleric's Relic,Реликвия Клирика
ARMOR_CLERICRELIC_DESC,"+1 Brace.
+15% chance to inflict Fear on units that contact or attack you.","+1 Стойкость.
+15% шанс наложить Страх на юнитов, касающихся или атакующих вас."
ARMOR_CLERICTEARS_NAME,Cleric's Tears,Слезы Клирика
ARMOR_CLERICTEARS_DESC,Gain +1 [img:divineshield] each time an ally is downed.,"Получите +1 [img:divineshield] каждый раз, когда союзника вырубают."
SETBONUS_CLERIC_NAME,Cleric Set Bonus!,Бонус Набора Клирика!
SETBONUS_CLERIC_DESC,"If an attack would down you, instead lower your HP to 1. While at 1 HP, this has no effect.","Если атака должна вырубить вас, оставляет вам 1 ОЗ. Не работает, если у вас 1 ОЗ."
ARMOR_CATEARS_NAME,Normal Ears,Обычные Уши
ARMOR_CATEARS_DESC,,
ARMOR_CATWHISKERS_NAME,Ordinary Whiskers,Обычные Усы
ARMOR_CATWHISKERS_DESC,,
ARMOR_CATCOLLAR_NAME,Mundane Collar,Обычный Ошейник
ARMOR_CATCOLLAR_DESC,,
SETBONUS_COLLARLESS_NAME,Collarless Set Bonus!,Бонус Безошейникового Набора!
SETBONUS_COLLARLESS_DESC,Collarless spells cost -1 mana to cast.,Бесцветные заклинания стоят -1 ману.
ARMOR_COOLMASK_NAME,Cool Glasses,Крутые Очки
ARMOR_COOLMASK_DESC,Fragile,Хрупкие
ARMOR_COOLARMOR_NAME,Cool Shirt,Крутая Рубашка
ARMOR_COOLARMOR_DESC,Fragile,Хрупкая
ARMOR_COOLHAT_NAME,Cool Hat,Крутая Шляпа
ARMOR_COOLHAT_DESC,Fragile,Хрупкая
SETBONUS_COOL_NAME,Cool Set Bonus!,Бонус Крутого Набора!
SETBONUS_COOL_DESC,Cool Set Pieces are no longer Fragile.,Части крутого набора больше не Хрупкие.
ARMOR_COPYCATHAT_NAME,Copycat Hat,Шляпа-Повторюшка
ARMOR_COPYCATHAT_DESC,Copies your trinket's passive effects.,Копирует пассивные эффекты вашего брелока.
ARMOR_COPYCATMASK_NAME,Copycat Mask,Маска-Повторюшка
ARMOR_COPYCATMASK_DESC,Copies your trinket's passive effects.,Копирует пассивные эффекты вашего брелока.
ARMOR_COPYCATSCARF_NAME,Copycat Scarf,Шарф-Повторюшка
ARMOR_COPYCATSCARF_DESC,Copies your trinket's passive effects.,Копирует пассивные эффекты вашего брелока.
SETBONUS_COPYCAT_NAME,Copycat Set Bonus!,Бонус Набора-Повторюшки!
SETBONUS_COPYCAT_DESC,Copies your trinket's passive effects.,Копирует пассивные эффекты вашего брелока.
ARMOR_CYBORGHAT_NAME,Frontal Lobe Implant,Имплант Лобной Доли
ARMOR_CYBORGHAT_DESC,10% chance to teleport to a neighboring tile when targeted by an enemy.,"10% шанс телепортироваться на соседнюю клетку, когда враг выбирает вас целью."
ARMOR_CYBORGMASK_NAME,Optic Nerve Implant,Имплант Зрительного Нерва
ARMOR_CYBORGMASK_DESC,"+1 range, +1 reach.","+1 дальность, +1 радиус."
ARMOR_CYBORGARMOR_NAME,Cerebellum Implant,Имплант Мозжечка
ARMOR_CYBORGARMOR_DESC,+10% Crit Chance.,+10% Шанс Крита.
SETBONUS_CYBORG_NAME,Cyborg Set Bonus!,Бонус Набора Киборга!
