KEY,en,ru
PASSIVE_BOUNTYHUNTER2_DESC,"During your turn, 2 random enemies have a large Bounty.","Во время хода, 2 случайных врага имеют большую Награду."
PASSIVE_RAZORCLAWS_NAME,Razor Claws,Когти-Бритвы
PASSIVE_RAZORCLAWS_DESC,Your basic attack inflicts Bleed 1.,Базовая атака накладывает Кровотечение 1.
PASSIVE_RAZORCLAWS2_DESC,All of your damaging abilities inflict Bleed 1.,Все атаки с уроном накладывают Кровотечение 1.
PASSIVE_SWIFTLOOTER_NAME,Swift Looter,Быстрый Мародер
PASSIVE_SWIFTLOOTER_DESC,"When you collect a coin pickup, refresh your movement action.
1-2 extra coins spawn in each battle.","При сборе монетки, обновите движение.
1-2 доп. монеты в битве."
PASSIVE_SWIFTLOOTER2_DESC,"When you collect a coin pickup, refresh your movement action and gain +1 [img:dex] and +1 [img:spd].
2-3 extra coins spawn in each battle.","При сборе монетки, обновите движение и +1 [img:dex] и +1 [img:spd].
2-3 доп. монеты в битве."
PASSIVE_ALPHASTRIKE_NAME,First Strike,Первый Удар
PASSIVE_ALPHASTRIKE_DESC,Gain an extra turn at the start of the battle.,Доп. ход в начале битвы.
PASSIVE_ALPHASTRIKE2_DESC,Gain an extra turn at the start of the battle. Damage you deal on this turn is always critical.,Доп. ход в начале битвы. Урон в этом ходу всегда критический.
PASSIVE_ZIP_NAME,ZIP!,ВЖУХ!
PASSIVE_ZIP_DESC,Your movement action is Shadowstep.,Движение — Шаг Сквозь Тень.
PASSIVE_ZIP2_DESC,"Your movement action is Shadowstep.
You can use your movement action an extra time each turn.","Движение — Шаг Сквозь Тень.
Можете использовать движение доп. раз."
PASSIVE_WEAKSPOT_NAME,Weak Spot,Слабое Место
PASSIVE_WEAKSPOT_DESC,Your basic attack ignores shield and inflicts Weakness 1.,Базовая атака игнорирует щит и накладывает Слабость 1.
PASSIVE_WEAKSPOT2_DESC,All of your damaging abilities ignore shield and inflict Weakness 2. +25% crit chance.,Все атаки с уроном игнорируют щит и накладывают Слабость 2. +25% шанс крита.
PASSIVE_PENETRATE_NAME,Penetrate,Проникновение
PASSIVE_PENETRATE_DESC,Your basic attack passes through units and ignores shield. +1 Range.,Базовая атака проходит сквозь юнитов и игнорирует щит. +1 Дальность.
PASSIVE_PENETRATE2_DESC,Your basic attack passes through units and ignores shield. +10 Range.,Базовая атака проходит сквозь юнитов и игнорирует щит. +10 Дальность.
PASSIVE_AFTERIMAGE_NAME,After Image,Остаточное Изображение
PASSIVE_AFTERIMAGE_DESC,"When you move, spawn a shadow where you moved from. The shadow mimics your basic action but fades away at the end of your turn.","При движении, оставьте тень где вы были. Тень повторяет базовую атаку но исчезает в конце хода."
PASSIVE_AFTERIMAGE2_DESC,"When you move, spawn a shadow where you moved from. The shadow mimics your basic action.","При движении, оставьте тень где вы были. Тень повторяет базовую атаку."
PASSIVE_SHIV_NAME,Shiv,Заточка
PASSIVE_SHIV_DESC,"Your basic attack has +2 damage, +25% critical chance, and inflicts Bleed 1 when attacking a unit in melee range.","Базовая атака +2 урон, +25% шанс крита, и Кровотечение 1 в ближнем бою."
PASSIVE_SHIV2_DESC,"Your basic attack has +2 damage, +50% critical chance, and inflicts Bleed 2 when attacking a unit in melee range.","Базовая атака +2 урон, +50% шанс крита, и Кровотечение 2 в ближнем бою."
PASSIVE_CRITICAL_NAME,Critical,Критикал
PASSIVE_CRITICAL_DESC,Your critical hits deal +100% more damage. Gain +1 [img:lck] whenever you make a critical hit.,Криты наносят +100% урона. +1 [img:lck] при крите.
PASSIVE_CRITICAL2_DESC,Your critical hits deal +100% more damage and inflict Bleed and Weakness 1.  Gain +1 [img:lck] whenever you make a critical hit.,Криты наносят +100% урона и накладывают Кровотечение и Слабость 1. +1 [img:lck] при крите.
PASSIVE_LOOTHOARDER_NAME,Loot Hoarder,Барахольщик
PASSIVE_LOOTHOARDER_DESC,Automatically collect all pickups at the end of the battle if you're not downed.,Авто-сбор всех предметов в конце битвы если не вырублены.
PASSIVE_LOOTHOARDER2_DESC,Automatically destroy all enemy bodies and collect all pickups at the end of the battle if you're not downed.,Авто-уничтожение тел врагов и сбор предметов в конце битвы если не вырублены.
PASSIVE_CRIPPLE_NAME,Cripple,Увечье
PASSIVE_CRIPPLE_DESC,Your critical hits inflict Immobilize and Weakness 2.,Криты Обездвиживают и Слабость 2.
PASSIVE_CRIPPLE2_DESC,Your critical hits inflict Stun and Weakness 2.,Криты Оглушают и Слабость 2.
PASSIVE_AGILE_NAME,Agile,Ловкий
PASSIVE_AGILE_DESC,"+2 Movement Range. If you move fewer tiles than your full movement range, you can move a 2nd time for the rest of your movement range.","+2 Дальность Движения. Если прошли меньше полной дистанции, можете двигаться 2-й раз на остаток."
PASSIVE_AGILE2_DESC,"+4 Movement Range. If you move fewer tiles than your full movement range, you can move a 2nd, 3rd and 4th time for the rest of your movement range.","+4 Дальность Движения. Если прошли меньше полной дистанции, можете двигаться 2-й, 3-й и 4-й раз на остаток."
PASSIVE_SHANK_NAME,Shank,Шило
PASSIVE_SHANK_DESC,"When behind and adjacent to an enemy, your basic attack is a melee attack that hits twice.","Сзади и рядом с врагом, базовая атака — ближняя и бьет дважды."
PASSIVE_SHANK2_DESC,"When behind and adjacent to an enemy, your basic attack is a melee attack that hits thrice!","Сзади и рядом с врагом, базовая атака — ближняя и бьет трижды!"
PASSIVE_FLIPACOIN_NAME,Flip a Coin,Подбрось Монетку
PASSIVE_FLIPACOIN_DESC,"When you gain a coin, you have a 50% chance to spawn a coin on a random tile and a 50% chance to gain +2 [img:spd] and +2 [img:lck].","При получении монеты, 50% шанс создать монету на случайном тайле и 50% шанс +2 [img:spd] и +2 [img:lck]."
PASSIVE_FLIPACOIN2_DESC,"When you gain a coin, you have a 50% chance to spawn 2 coins on random tiles and a 50% chance to gain +2 [img:spd], +2 [img:lck] and +2 [img:dex].","При получении монеты, 50% шанс создать 2 монеты и 50% шанс +2 [img:spd], +2 [img:lck] и +2 [img:dex]."
PASSIVE_SHAKEDOWN_NAME,Shake Down,Вымогательство
PASSIVE_SHAKEDOWN_DESC,Your critical hits spawn a coin and a random pickup.,Криты создают монету и случайный предмет.
PASSIVE_SHAKEDOWN2_DESC,+25% critical hit chance. Your critical hits spawn a coin and two random pickups.,+25% шанс крита. Криты создают монету и два случайных предмета.
PASSIVE_SWEETSPOT_NAME,Sweetspot,Сладкое Местечко
PASSIVE_SWEETSPOT_DESC,+1 Range. Your basic attack deals more damage the farther away you are from the target.,"+1 Дальность. Базовая атака бьет больше, чем дальше вы от цели."
PASSIVE_SWEETSPOT2_DESC,+6 Range. Your basic attack deals more damage the farther away you are from the target.,"+6 Дальность. Базовая атака бьет больше, чем дальше вы от цели."
PASSIVE_PINPOINT_NAME,Pinpoint,Точечный Удар
PASSIVE_PINPOINT_DESC,Your critical hits inflict Marked.,Криты накладывают Метку.
PASSIVE_PINPOINT2_DESC,"Your critical hits inflict Marked.
Your critical hits deal 100% more damage.","Криты накладывают Метку.
Криты наносят на 100% больше урона."
//hunter,,
PASSIVE_TAKEAIM_NAME,Take Aim,Прицелиться
PASSIVE_TAKEAIM_DESC,Gain +1 range and damage at the start of each turn. You lose this when you move.,+1 дальность и урон в начале хода. Теряете это при движении.
PASSIVE_TAKEAIM2_DESC,Gain +2 range and damage at the start of each turn. You lose this when you move.,+2 дальность и урон в начале хода. Теряете это при движении.
PASSIVE_TOWERDEFENSE_NAME,Tower Defense,Башенная Защита
PASSIVE_TOWERDEFENSE_DESC,"When an enemy comes within range, shoot them for 1 damage.","Когда враг входит в радиус, стреляйте на 1 урон."
PASSIVE_TOWERDEFENSE2_DESC,"When an enemy comes within range, use your basic attack on them.","Когда враг входит в радиус, используйте базовую атаку на нем."
PASSIVE_HUNTERSBOON_NAME,Hunter's Boon,Дар Охотника
PASSIVE_HUNTERSBOON_DESC,"When you kill an enemy, gain 5 mana.","Когда вы убиваете врага, получите 5 маны."
PASSIVE_HUNTERSBOON2_DESC,"When you kill an enemy, restore all your mana.","Когда вы убиваете врага, восстановите всю ману."
PASSIVE_BROODMOTHER_NAME,Brood Mother,Мать Выводка
PASSIVE_BROODMOTHER_DESC,Your familiars and units you charm gain +2 Damage and +5 HP.,Ваши фамильяры и очарованные юниты имеют +2 Урон и +5 ОЗ.
PASSIVE_BROODMOTHER2_DESC,"Your familiars and units you charm gain +3 Damage, +10 HP, and inflict Poison.","Ваши фамильяры и очарованные юниты имеют +3 Урон, +10 ОЗ и накладывают Яд."
PASSIVE_TAINTEDMOTHER_NAME,Tainted Mother,Порченая Мать
PASSIVE_TAINTEDMOTHER_DESC,Your familiars and units you charm gain +4 [img:spd] and inflict Poison and Bleed.,Ваши фамильяры и очарованные юниты имеют +4 [img:spd] и накладывают Яд и Кровотечение.
PASSIVE_TAINTEDMOTHER2_DESC,"Your familiars and units you charm gain +4 [img:spd] and inflict Poison and Bleed.
Start each battle with 4 fly familiars.","Ваши фамильяры и очарованные юниты имеют +4 [img:spd] и накладывают Яд и Кровотечение.
Начните битву с 4 мухами."
PASSIVE_QUIVER_NAME,Quiver,Колчан
PASSIVE_QUIVER_DESC,Save unused basic attacks for future turns.,Сохраняйте неиспользованные атаки на будущие ходы.
PASSIVE_QUIVER2_DESC,"Save unused basic attacks for future turns.
If you haven't attacked this battle, the number you save is doubled.","Сохраняйте неиспользованные атаки на будущие ходы.
Если не атаковали в этой битве, сохраненное число удваивается."
PASSIVE_SPLITSHOT_NAME,Split Shot,Раздельный Выстрел
PASSIVE_SPLITSHOT_DESC,Your basic attack has +1 area but deals 50% less damage.,"Базовая атака +1 зона, но наносит на 50% меньше урона."
PASSIVE_SPLITSHOT2_DESC,Your basic attack has +2 area but deals 50% less damage.,"Базовая атака +2 зона, но наносит на 50% меньше урона."
PASSIVE_HAZARDOUS_NAME,Hazardous,Опасный
PASSIVE_HAZARDOUS_DESC,Tile damage and effects are doubled.,Урон и эффекты тайлов удвоены.
PASSIVE_HAZARDOUS2_DESC,"Tile damage and effects are doubled.
Allies are immune to tile damage and effects.","Урон и эффекты тайлов удвоены.
Союзники имунны к урону и эффектам тайлов."
PASSIVE_THORNARROWS_NAME,Thorn Arrows,Шипастые Стрелы
PASSIVE_THORNARROWS_DESC,Your basic attack spawns brambles.,Базовая атака создает терновник.
PASSIVE_THORNARROWS2_DESC,Your basic attack spawns brambles in an area.,Базовая атака создает терновник в области.
PASSIVE_TRAPS_NAME,Traps,Ловушки
PASSIVE_TRAPS_DESC,"Your basic attack spawns a bear trap if you shoot an empty tile.
Whenever one of your traps triggers, gain +2 [img:dex].","Базовая атака создает медвежий капкан, если стреляете в пустую клетку.
Когда ловушка срабатывает, +2 [img:dex]."
PASSIVE_TRAPS2_DESC,"Your basic attack spawns a bear trap if you shoot an empty tile.
Whenever one of your traps triggers, gain +2 [img:dex] and +1 Bonus Attack.","Базовая атака создает медвежий капкан, если стреляете в пустую клетку.
Когда ловушка срабатывает, +2 [img:dex] и +1 Бонусная Атака."
PASSIVE_CATCHPROJECTILES_NAME,Catch Projectiles,Ловля Снарядов
PASSIVE_CATCHPROJECTILES_DESC,"33% chance to block enemy projectiles and a 100% chance to block allied projectiles. If you block a projectile, gain +1 Bonus Attack.","33% шанс блока вражеских снарядов и 100% блока союзных. При блоке, +1 Бонусная Атака."
PASSIVE_CATCHPROJECTILES2_DESC,"50% chance to block enemy projectiles and a 100% chance to block allied projectiles. If you block a projectile, gain +1 Bonus Attack and +1 All Stats Up.","50% шанс блока вражеских снарядов и 100% блока союзных. При блоке, +1 Бонусная Атака и Повышение Всех Хар-к."
PASSIVE_TRICKYTRAPS_NAME,Tricky Traps,Хитрые Ловушки
PASSIVE_TRICKYTRAPS_DESC,Damage and effects from your traps are doubled.,Урон и эффекты ваших ловушек удвоены.
PASSIVE_TRICKYTRAPS2_DESC,"Damage and effects from your traps are doubled.
Allies don't trigger your traps.","Урон и эффекты ваших ловушек удвоены.
Союзники не триггерят ваши ловушки."
PASSIVE_GRAVITYFALLS_NAME,Gravity Falls,Гравити Фолз
PASSIVE_GRAVITYFALLS_DESC,Your basic attack deals +1 damage for each tile you shoot beyond range 3.,Базовая атака наносит +1 урон за каждый тайл дальше 3-х клеток.
PASSIVE_GRAVITYFALLS2_DESC,"+2 range.
Your basic attack deals +1 damage for each tile you shoot beyond range 3.","+2 дальность.
Базовая атака наносит +1 урон за каждый тайл дальше 3-х клеток."
PASSIVE_BULLSEYE_NAME,Bullseye,В Яблочко
PASSIVE_BULLSEYE_DESC,"Your ranged attacks never miss.
+25% critical hit chance.","Дальние атаки никогда не мажут.
+25% шанс крита."
PASSIVE_BULLSEYE2_DESC,"Your ranged attacks never miss.
+25% critical hit chance.
Gain +1 [img:lck] each time you make a critical hit.","Дальние атаки никогда не мажут.
+25% шанс крита.
+1 [img:lck] при каждом крите."
PASSIVE_SPOTTERS_NAME,Spotters,Наводчики
PASSIVE_SPOTTERS_DESC,Your basic attack can target tiles adjacent to allies.,Базовая атака может бить по клеткам рядом с союзниками.
PASSIVE_SPOTTERS2_DESC,Your basic attack and spells can target tiles adjacent to allies.,Базовая атака и заклинания могут бить по клеткам рядом с союзниками.
PASSIVE_LUCKSWING_NAME,Luck Swing,Удар на Удачу
PASSIVE_LUCKSWING_DESC,+50% critical hit chance but +25% chance to miss.,"+50% шанс крита, но +25% шанс промаха."
PASSIVE_LUCKSWING2_DESC,+50% critical hit chance but +25% chance to miss.,"+50% шанс крита, но +25% шанс промаха."
PASSIVE_HOST_NAME,Host,Носитель
PASSIVE_HOST_DESC,Start each battle with 2 tiny spider familiars. A spider egg parasite is added to your inventory. You can unequip parasites freely.,Начните с 2 мелкими пауками. Яйцо паука (паразит) добавлено в инвентарь. Можете снимать паразитов свободно.
PASSIVE_HOST2_DESC,Start each battle with 2 tiny spider familiars. A spider webber parasite is added to your inventory. You can unequip parasites freely.,Начните с 2 мелкими пауками. Паутинник (паразит) добавлен в инвентарь. Можете снимать паразитов свободно.
PASSIVE_SNIPER_NAME,Sniper,Снайпер
PASSIVE_SNIPER_DESC,Critical hits deal +100% more damage and have a 25% chance to inflict Stun.,Криты наносят +100% урона и имеют 25% шанс Оглушить.
PASSIVE_SNIPER2_DESC,Critical hits deal +200% more damage and have a 33% chance to inflict Stun.,Криты наносят +200% урона и имеют 33% шанс Оглушить.
PASSIVE_RUBBERARROWS_NAME,Rubber Arrows,Резиновые Стрелы
PASSIVE_RUBBERARROWS_DESC,Your projectiles bounce to another enemy within 3 tiles.,Снаряды отскакивают в другого врага в радиусе 3.
PASSIVE_RUBBERARROWS2_DESC,"Your projectiles bounce to another enemy within 4 tiles, twice!","Снаряды отскакивают в другого врага в радиусе 4, дважды!"
PASSIVE_TALKTOANIMALS_NAME,Talk to Animals,Разговор с Животными
PASSIVE_TALKTOANIMALS_DESC,Your basic attack inflicts Charm 5 the first time you use it each battle.,Базовая атака накладывает Очарование 5 при первом использовании за битву.
PASSIVE_TALKTOANIMALS2_DESC,"Your basic attack inflicts Charm 5 the first time you use it each battle.
Your basic attack has a 25% chance to inflict Charm 1.","Базовая атака накладывает Очарование 5 при первом использовании за битву.
Базовая атака имеет 25% шанс наложить Очарование 1."
PASSIVE_ANIMALCONTROL_NAME,Animal Control,Контроль Животных
PASSIVE_ANIMALCONTROL_DESC,Your basic attack causes units to immediately attack an enemy in range.,Базовая атака заставляет юнитов немедленно атаковать врага в радиусе.
PASSIVE_ANIMALCONTROL2_DESC,Your basic attack causes units to immediately attack an enemy in range. Your basic attack can heal allies.,Базовая атака заставляет юнитов немедленно атаковать врага в радиусе. Базовая атака может лечить союзников.
PASSIVE_SLEEPDARTS_NAME,Sleep Darts,Усыпляющие Дротики
PASSIVE_SLEEPDARTS_DESC,"At the start of each battle, you and all allies that don't have weapons gains a temporary Sleep Dart.","В начале битвы, вы и союзники без оружия получаете Усыпляющий Дротик."
PASSIVE_SLEEPDARTS2_DESC,"At the start of each battle, you and all allies that don't have weapons gains a temporary Sleep Dart with 2 uses.","В начале битвы, вы и союзники без оружия получаете Усыпляющий Дротик с 2 зарядами."
PASSIVE_SURVIVALIST_NAME,Survivalist,Выживальщик
PASSIVE_SURVIVALIST_DESC,"4 healing consumables and a full water bottle are added to your inventory.
You can use consumables on allies.
Store +2 food at the end of each battle.","4 лечилки и бутылка воды добавлены в инвентарь.
Можете юзать расходники на союзников.
Сохраняете +2 еды в конце битвы."
PASSIVE_SURVIVALIST2_DESC,"4 large healing consumables are added to your inventory.
You can use consumables on allies.
Store +20 food at the end of each battle.","4 большие лечилки добавлены в инвентарь.
Можете юзать расходники на союзников.
Сохраняете +20 еды в конце битвы."
PASSIVE_FLEABAG_NAME,Fleabag,Блоховоз
PASSIVE_FLEABAG_DESC,"At the end of your turn, spawn Flea familiars equal to the number of enemies you've killed this battle.","В конце хода, призовите Блох равное числу убитых врагов в этой битве."
PASSIVE_FLEABAG2_DESC,"At the end of your turn, spawn Flea familiars equal to the number of enemies you've killed this battle plus two.","В конце хода, призовите Блох равное числу убитых врагов плюс два."
PASSIVE_THRILLOFTHEHUNT_NAME,Thrill of the Hunt,Азарт Охоты
PASSIVE_THRILLOFTHEHUNT_DESC,"At the end of each battle, if you killed at least 3 enemies, gain +1 [img:dex] permanently and find a random consumable item.","В конце битвы, если убили 3+ врага, +1 [img:dex] навсегда и найдите расходник."
PASSIVE_THRILLOFTHEHUNT2_DESC,"At the end of each battle, if you killed at least 3 enemies, gain +1 [img:dex] permanently and find a random consumable item. +1 Range and +1 Health Regeneration for every 5 [img:dex] you have.","В конце битвы, если убили 3+ врага, +1 [img:dex] навсегда и найдите расходник. +1 Дальность и +1 Реген Здоровья за каждые 5 [img:dex]."
//tinkerer,,
PASSIVE_VERSIONTWO_NAME,v2.0,в2.0
PASSIVE_VERSIONTWO_DESC,"Start with 1 Tech.
Your Tech can't drop below 1.","Начните с 1 Технологией.
Ваша Тех не падает ниже 1."
PASSIVE_VERSIONTWO2_DESC,"Start with 1 Tech.
Your Tech can't drop below 1.
Your Tech isn't removed when you craft.","Начните с 1 Технологией.
Ваша Тех не падает ниже 1.
Тех не тратится при крафте."
PASSIVE_WEAPONPROFICIENCY_NAME,Weapon Proficiency,Владение Оружием
PASSIVE_WEAPONPROFICIENCY_DESC,Your weapon damage scales with your stats and counts as a basic attack.,Урон оружия скейлится от статов и считается базовой атакой.
PASSIVE_WEAPONPROFICIENCY2_DESC,"Your weapon damage scales with your stats and counts as a basic attack.
You can use your weapon an extra time each turn.","Урон оружия скейлится от статов и считается базовой атакой.
Можете использовать оружие доп. раз за ход."
PASSIVE_LIVINGBATTERY_NAME,Living Battery,Живая Батарейка
PASSIVE_LIVINGBATTERY_DESC,"When an adjacent ally spends mana, gain that much mana.","Когда сосед тратит ману, получите столько же маны."
PASSIVE_LIVINGBATTERY2_DESC,"When an adjacent ally spends mana, gain that much mana. You have no mana cap.","Когда сосед тратит ману, получите столько же маны. У вас нет лимита маны."
PASSIVE_FUZZYFEET_NAME,Fuzzy Feet,Пушистые Лапки
PASSIVE_FUZZYFEET_DESC,"When you end your movement, deal 1 Electric Damage to all adjacent units for each tile you moved.","В конце движения, нанесите 1 Электрический Урон соседям за каждый пройденный тайл."
PASSIVE_FUZZYFEET2_DESC,"When you end your movement, deal 1 Electric Damage to all adjacent units for each tile you moved. This damage has a chance to inflict Stun.","В конце движения, нанесите 1 Электрический Урон соседям за каждый пройденный тайл. Шанс Оглушения."
PASSIVE_ARMORSPECIALIST_NAME,Armor Specialist,Специалист по Броне
PASSIVE_ARMORSPECIALIST_DESC,Your equipment passive effects are doubled.,Пассивные эффекты экипировки удвоены.
PASSIVE_ARMORSPECIALIST2_DESC,Your equipment passive and active effects are doubled.,Пассивные и активные эффекты экипировки удвоены.
PASSIVE_EMP_NAME,EMP,ЭМИ
PASSIVE_EMP_DESC,"Your explosions are Electric element and deal +1 damage.
Instead of knockback, explosions have a chance to inflict Stun.","Ваши взрывы — Электрические и наносят +1 урон.
Вместо отбрасывания, шанс Оглушить."
PASSIVE_EMP2_DESC,"Your explosions are Electric element and deal +1 damage.
Instead of knockback, explosions have a chance to inflict Stun. Your explosions don't affect allies.","Ваши взрывы — Электрические и наносят +1 урон.
Вместо отбрасывания, шанс Оглушить. Взрывы не бьют союзников."
PASSIVE_MRMEGA_NAME,Mr. Mega,Мистер Мега
PASSIVE_MRMEGA_DESC,Your explosions are larger and deal +1 damage.,Взрывы больше и наносят +1 урон.
PASSIVE_MRMEGA2_DESC,"Your explosions are larger and deal +2 damage.
You have explosion immunity.","Взрывы больше и наносят +2 урона.
Иммунитет к взрывам."
PASSIVE_ESCAPESEQUENCE_NAME,Escape Sequence,Программа Побега
PASSIVE_ESCAPESEQUENCE_DESC,"When you take damage, explode and get launched to a random tile. This explosion doesn't damage you.","При получении урона, взорвитесь и улетите на случайный тайл. Взрыв не ранит вас."
PASSIVE_ESCAPESEQUENCE2_DESC,"When you take damage, explode with a large blast radious and get launched to a random tile. This explosion doesn't damage you.","При получении урона, взорвитесь с большим радиусом и улетите. Взрыв не ранит вас."
PASSIVE_ITEMPROXY_NAME,Item Proxy,Прокси Предмет
PASSIVE_ITEMPROXY_DESC,You need one fewer piece of equipment to get set bonuses.,Нужно на один предмет меньше для бонуса сета.
PASSIVE_ITEMPROXY2_DESC,You need two fewer pieces of equipment to get set bonuses.,Нужно на два предмета меньше для бонуса сета.
PASSIVE_LIGHTNINGROD_NAME,Lightning Rod,Громоотвод
PASSIVE_LIGHTNINGROD_DESC,"You have Electric immunity.
Electric damage you deal is increased by 1. Gain 1 charge when you are hit with electric damage.","Иммунитет к электричеству.
Электро-урон увеличен на 1. Получите 1 заряд при получении электро-урона."
PASSIVE_LIGHTNINGROD2_DESC,"You have Electric immunity.
Electric damage you deal is increased by 2. Gain 1 charge for each damage prevented when you are hit with electric damage.","Иммунитет к электричеству.
Электро-урон увеличен на 2. Получите 1 заряд за каждый предотвращенный урон электричеством."
PASSIVE_ITSALIVE_NAME,IT'S ALIVE!,ОНО ЖИВОЕ!
PASSIVE_ITSALIVE_DESC,"Hitting a body with electric damage revives it with 1 HP. The revived corpse is charmed and takes an extra turn, then dies.","Удар по телу электричеством оживляет его с 1 ОЗ. Труп очарован, делает ход и умирает."
PASSIVE_ITSALIVE2_DESC,"Hitting a body with electric damage revives it with 1 HP, +8 [img:spd], and +2 Damage. The revived corpse is charmed and takes an extra turn, then dies.","Удар по телу электричеством оживляет его с 1 ОЗ, +8 [img:spd], и +2 Урон. Труп очарован, делает ход и умирает."
PASSIVE_ENERGIZER_NAME,Energizer,Энерджайзер
PASSIVE_ENERGIZER_DESC,"When you cast a spell, your weapon gets +1 Damage.","Когда колдуете, оружие получает +1 Урон."
PASSIVE_ENERGIZER2_DESC,"When you cast a spell, your weapon gets +1 Damage.
Every third spell you cast, repair 1 use to your weapon.","Когда колдуете, оружие получает +1 Урон.
Каждое 3-е заклинание чинит 1 использование оружия."
PASSIVE_REACTIVEARMOR_NAME,Reactive Armor,Реактивная Броня
PASSIVE_REACTIVEARMOR_DESC,"When you take damage, craft a Tinkerer weapon or armor piece and equip it in an empty slot.","При получении урона, скрафтите предмет Инженера и наденьте в пустой слот."
PASSIVE_REACTIVEARMOR2_DESC,"When you take damage, craft a Tinkerer weapon or armor piece and equip it in an empty slot and gain +1 [img:shield].","При получении урона, скрафтите предмет Инженера и наденьте в пустой слот и +1 [img:shield]."
PASSIVE_NANOBOTS_NAME,Nanobots,Наноботы
PASSIVE_NANOBOTS_DESC,Gain +2 Diminishing Health Regeneration every time you take damage from an attack or spell.,+2 Убывающей Регенерации Здоровья при получении урона от атаки или заклинания.
PASSIVE_NANOBOTS2_DESC,Gain +2 Diminishing Health Regeneration every time you take damage from an attack or spell and +1 Diminishing Health Regeneration each time you take damage from any other source.,+2 Убывающей Регенерации Здоровья при урону от атаки/заклинания и +1 от любого другого.
PASSIVE_SCRAPPER_NAME,Scrapper,Металлист
PASSIVE_SCRAPPER_DESC,"Find an extra consumable item at the end of each battle.
When you use up a consumable or trinket, equip a new consumable from your inventory if you have any.","Найдите доп. расходник в конце битвы.
Когда тратите расходник/брелок, экипируйте новый из инвентаря."
PASSIVE_SCRAPPER2_DESC,"Find an extra item at the end of each battle.
When you use up a consumable or trinket, equip a new consumable from your inventory if you have any.","Найдите доп. предмет в конце битвы.
Когда тратите расходник/брелок, экипируйте новый из инвентаря."
PASSIVE_DEMOMAN_NAME,Demo Man,Подрывник
PASSIVE_DEMOMAN_DESC,Always craft a bomb at Tech 1 or less.,Всегда крафтите бомбу на Тех 1 или ниже.
PASSIVE_DEMOMAN2_DESC,Always craft a bomb at Tech 1 or less. You can use your basic action an additional time on each of your turns.,Всегда крафтите бомбу на Тех 1 или ниже. Можете использовать базовое действие доп. раз за ход.
PASSIVE_DUCTTAPE_NAME,Duct Tape,Изолента
PASSIVE_DUCTTAPE_DESC,"Items you craft stay with you between battles, but become cursed.","Скрафченные вещи остаются между битвами, но становятся проклятыми."
PASSIVE_DUCTTAPE2_DESC,Items you craft stay with you between battles.,Скрафченные вещи остаются между битвами.
PASSIVE_ARMOREDPLATING_NAME,Armored Plating,Бронепластины
PASSIVE_ARMOREDPLATING_DESC,Robots you spawn gain the stats and [img:shield] of your equipped armor.,Роботы получают статы и [img:shield] вашей брони.
PASSIVE_ARMOREDPLATING2_DESC,"Robots you spawn gain the stats, [img:shield] and passive effects of your equipped armor.","Роботы получают статы, [img:shield] и пассивки вашей брони."
PASSIVE_BOOBYTRAP_NAME,Booby Trap,Мина-ловушка
PASSIVE_BOOBYTRAP_DESC,"When an item you have equipped breaks, it explodes!","Когда предмет ломается, он взрывается!"
PASSIVE_BOOBYTRAP2_DESC,"When an item you have equipped breaks, it explodes with bonus damage!","Когда предмет ломается, он взрывается с бонусным уроном!"
PASSIVE_ROBOTARMS_NAME,Robot Arms,Руки Робота
PASSIVE_ROBOTARMS_DESC,You can use your weapon an additional time each turn.,Можете использовать оружие доп. раз за ход.
PASSIVE_ROBOTARMS2_DESC,"You can use your weapon and trinket an additional time each turn.
Whenever you equip a new item during battle it gains +1 use.","Можете использовать оружие и брелок доп. раз за ход.
Когда надеваете новый предмет в бою, он получает +1 заряд."
PASSIVE_CONDUCTOR_NAME,Conductor,Проводник
PASSIVE_CONDUCTOR_DESC,Electric damage you deal is increased by 2 for each piece of metal armor you have equipped.,Электро-урон +2 за каждый кусок металлической брони.
PASSIVE_CONDUCTOR2_DESC,Electric damage you deal is increased by 2 for each piece of metal armor you have equipped. You have +2 Mana Regeneration for each piece of metal armor.,Электро-урон +2 за каждый кусок металлической брони. +2 Регенерация Маны за каждый кусок.
PASSIVE_NAPALM_NAME,Napalm,Напалм
PASSIVE_NAPALM_DESC,Your explosions inflict Burn 1 and light tiles on fire.,Взрывы накладывают Ожог 1 и поджигают тайлы.
PASSIVE_NAPALM2_DESC,Your explosions inflict Burn 3 and light tiles on fire.,Взрывы накладывают Ожог 3 и поджигают тайлы.
PASSIVE_INGENUITY_NAME,Ingenuity,Изобретательность
PASSIVE_INGENUITY_DESC,Pickups give you +1 Tech in addition to their other effects.,Подбираемые предметы дают +1 Тех вдобавок к эффектам.
PASSIVE_INGENUITY2_DESC,"Pickups give you +1 Tech in addition to their other effects.
10 extra pickups spawn at the start of each battle.","Подбираемые предметы дают +1 Тех вдобавок к эффектам.
10 доп. предметов спавнятся в начале битвы."
PASSIVE_SHRAPNEL_TINKERER_NAME,Shrapnel,Шрапнель
PASSIVE_SHRAPNEL_TINKERER_DESC,"When you break an item, gain +1 Thorns.","Когда ломаете предмет, +1 Шипы."
PASSIVE_SHRAPNEL2_TINKERER_DESC,"When you break an item, gain +2 Thorns and +3 [img:shield].","Когда ломаете предмет, +2 Шипы и +3 [img:shield]."
